ESRI_OID,workplace_code,workplace_name,activity_evrk2,municipality,county,employees,immunised_percent,percentile_1,percentile_2,as_of_date
19571,305685123,"UAB ""Aliteka""",479900,Zarasų r. sav.,Utenos apskr.,45,80-89%,29,30,2022-03-20
19572,305685283,UAB Era Esthetic Professional,477400,Kauno m. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
19573,305686499,"UAB ""Snickare""",433900,Plungės r. sav.,Telšių apskr.,10,70-79%,25,26,2022-03-20
19574,305687341,"UAB ""Finotransa""",781000,Klaipėdos m. sav.,Klaipėdos apskr.,10,90-100%,100,100,2022-03-20
19575,305687462,"UAB ""Wannaby""",620100,Vilniaus m. sav.,Vilniaus apskr.,10,80-89%,29,30,2022-03-20
19576,305688055,MB XX Gallery food,561000,Panevėžio m. sav.,Panevėžio apskr.,10,90-100%,100,100,2022-03-20
19577,305688361,UAB Mobiema,422200,Vilniaus m. sav.,Vilniaus apskr.,10,70-79%,24,25,2022-03-20
19578,305689214,"cybercare, UAB",702200,Vilniaus m. sav.,Vilniaus apskr.,280,90-100%,71,74,2022-03-20
19579,305689260,Guidehouse Lithuania UAB,702200,Vilniaus m. sav.,Vilniaus apskr.,300,90-100%,64,66,2022-03-20
19580,305689506,UAB Sprendimai klientams,702200,Vilniaus m. sav.,Vilniaus apskr.,15,80-89%,31,32,2022-03-20
19581,305689545,"Energy cells, UAB",351100,Vilniaus m. sav.,Vilniaus apskr.,30,90-100%,71,73,2022-03-20
19582,305689602,"UAB ""Inwork""",433900,Vilniaus m. sav.,Vilniaus apskr.,25,70-79%,22,22,2022-03-20
19583,305690526,"UAB ""Traškija""",108200,Širvintų r. sav.,Vilniaus apskr.,15,90-100%,100,100,2022-03-20
19584,305691254,UAB Kaukšt,412000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19585,305691845,MB Todilė,862300,Panevėžio m. sav.,Panevėžio apskr.,10,90-100%,100,,2022-03-20
19586,305692655,"UAB ""Dentilija""",862300,Rokiškio r. sav.,Panevėžio apskr.,10,90-100%,100,,2022-03-20
19587,305692712,UAB Bekonas,472200,Tauragės r. sav.,Tauragės apskr.,10,90-100%,40,42,2022-03-20
19588,305693134,"MB ""Proinstall""",432100,Kretingos r. sav.,Klaipėdos apskr.,10,80-89%,27,28,2022-03-20
19589,305693668,Ilert Baltic UAB,310900,Kauno m. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
19590,305693675,UAB Molare,862300,Šilalės r. sav.,Tauragės apskr.,10,90-100%,100,,2022-03-20
19591,305693846,MB SA Vizija,561000,Šilutės r. sav.,Klaipėdos apskr.,15,90-100%,52,54,2022-03-20
19592,305694535,"UAB ""Inologistika""",521000,Vilniaus r. sav.,Vilniaus apskr.,15,70-79%,26,27,2022-03-20
19593,305694859,"UAB ""Lasma motors""",451100,Vilniaus m. sav.,Vilniaus apskr.,10,80-89%,33,34,2022-03-20
19594,305694898,"UAB ""Logaris""",494100,Šalčininkų r. sav.,Vilniaus apskr.,15,10-19%,1,1,2022-03-20
19595,305695085,UAB Mundus clinic,862300,Kauno r. sav.,Kauno apskr.,10,90-100%,100,,2022-03-20
19596,305695473,X-TRAKTAS UAB,494100,Vilniaus m. sav.,Vilniaus apskr.,25,40-49%,7,8,2022-03-20
19597,305696618,"MB ""Katino Dienelės"" mokykla",851000,Vilniaus m. sav.,Vilniaus apskr.,15,80-89%,35,36,2022-03-20
19598,305697008,"UAB ""Forestus Logistics""",494100,Kauno r. sav.,Kauno apskr.,15,70-79%,25,26,2022-03-20
19599,305697289,"AWX Lithuania, UAB",641900,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19600,305697809,"UAB ""Vipbild""",412000,Šiaulių r. sav.,Šiaulių apskr.,10,90-100%,100,100,2022-03-20
19601,305698932,Euromedia monitoring UAB,691030,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19602,305699450,"VšĮ ""Lietuvos hospisas""",871000,Vilniaus r. sav.,Vilniaus apskr.,15,90-100%,100,100,2022-03-20
19603,305699895,"Severum, UAB",782000,Klaipėdos m. sav.,Klaipėdos apskr.,20,90-100%,43,44,2022-03-20
19604,305699991,"UAB ""Cobra Buildco""",631100,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,100,100,2022-03-20
19605,305700098,"UAB ""Itransition""",620100,Vilniaus m. sav.,Vilniaus apskr.,15,80-89%,28,29,2022-03-20
19606,305700212,MB La Capital,562100,Vilniaus m. sav.,Vilniaus apskr.,25,90-100%,67,69,2022-03-20
19607,305700543,"UAB ""RSD statyba""",412000,Vilniaus r. sav.,Vilniaus apskr.,10,90-100%,44,46,2022-03-20
19608,305701296,UAB FAST GROUP,561000,Klaipėdos m. sav.,Klaipėdos apskr.,15,80-89%,31,32,2022-03-20
19609,305701385,"UAB ""Brikman""",412000,Kauno m. sav.,Kauno apskr.,20,30-39%,5,5,2022-03-20
19610,305701481,"UAB ""Mimata""",412000,Šiaulių m. sav.,Šiaulių apskr.,15,90-100%,100,100,2022-03-20
19611,305702722,"UAB ""Nortikus""",412000,Vilniaus m. sav.,Vilniaus apskr.,85,80-89%,28,29,2022-03-20
19612,305703361,UAB Logistrit,522920,Vilniaus m. sav.,Vilniaus apskr.,10,50-59%,11,11,2022-03-20
19613,305704627,UAB BOD TG,464300,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,100,100,2022-03-20
19614,305704762,R.R.RANGA UAB,412000,Kauno m. sav.,Kauno apskr.,25,70-79%,26,27,2022-03-20
19615,305705540,"Cyan Blue Odds 2 LT, UAB",639900,Vilniaus m. sav.,Vilniaus apskr.,40,90-100%,60,62,2022-03-20
19616,305706927,"UAB ""LINTRAIL""",771200,Kėdainių r. sav.,Kauno apskr.,20,90-100%,100,100,2022-03-20
19617,305707139,Legal experts UAB,691030,Kauno r. sav.,Kauno apskr.,20,90-100%,100,100,2022-03-20
19618,305707826,"Vadyba pro, UAB",960400,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19619,305708846,UAB Industrinės sistemos ir inžinerija,301100,Klaipėdos m. sav.,Klaipėdos apskr.,90,50-59%,11,11,2022-03-20
19620,305709300,MB Grasso bar,561000,Klaipėdos m. sav.,Klaipėdos apskr.,10,90-100%,100,100,2022-03-20
19621,305709371,"Baltic masks, UAB",139200,Vilniaus m. sav.,Vilniaus apskr.,45,90-100%,52,54,2022-03-20
19622,305709791,"UAB ""GTS Transportas""",702200,Vilniaus m. sav.,Vilniaus apskr.,25,90-100%,45,47,2022-03-20
19623,305709859,"UAB ""Eusva""",412000,Kėdainių r. sav.,Kauno apskr.,15,80-89%,35,36,2022-03-20
19624,305710014,"UAB ""Belgiški vafliai""",561000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19625,305710904,PRESS GLASS UAB,231100,Kauno r. sav.,Kauno apskr.,35,90-100%,57,59,2022-03-20
19626,305711059,UAB Idm engineering,432100,Vilniaus m. sav.,Vilniaus apskr.,10,70-79%,21,21,2022-03-20
19627,305712410,UAB Pajūrio varulis,561000,Palangos m. sav.,Klaipėdos apskr.,10,90-100%,43,44,2022-03-20
19628,305713665,"EP gamyba, UAB",107100,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,44,46,2022-03-20
19629,305713989,UAB Nauja oda,477500,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,49,50,2022-03-20
19630,305714347,"UAB ""Simon jager""",412000,Raseinių r. sav.,Kauno apskr.,125,80-89%,40,41,2022-03-20
19631,305714596,"UAB ""Pastatų renovacijos partneriai""",412020,Vilniaus m. sav.,Vilniaus apskr.,10,60-69%,17,18,2022-03-20
19632,305716907,"MB ""Močiutės cepelinai""",561000,Pakruojo r. sav.,Šiaulių apskr.,10,90-100%,100,100,2022-03-20
19633,305717069,UAB Forstatas,412000,Šiaulių m. sav.,Šiaulių apskr.,10,90-100%,100,100,2022-03-20
19634,305717507,"UAB ""Elvola""",701000,Telšių r. sav.,Telšių apskr.,15,60-69%,16,17,2022-03-20
19635,305717539,"UAB ""Moreti""",461900,Ukmergės r. sav.,Vilniaus apskr.,10,70-79%,21,21,2022-03-20
19636,305718420,"UAB ""GS Core""",829100,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,49,50,2022-03-20
19637,305718826,"UAB ""Alliance Staffing""",781000,Vilniaus m. sav.,Vilniaus apskr.,40,90-100%,60,61,2022-03-20
19638,305719903,UAB Rengmė,102000,Šiaulių m. sav.,Šiaulių apskr.,15,90-100%,100,100,2022-03-20
19639,305720122,"UAB ""Pastatų ir statinių priežiūra""",711200,Šilalės r. sav.,Tauragės apskr.,10,80-89%,30,32,2022-03-20
19640,305720186,Kyndryl Lithuania UAB,620100,Vilniaus m. sav.,Vilniaus apskr.,25,90-100%,100,100,2022-03-20
19641,305721982,"UAB ""Dimedic Baltic""",862100,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,,2022-03-20
19642,305722283,Uždaroji akcinė bendrovė Kurpiai,561000,Palangos m. sav.,Klaipėdos apskr.,10,90-100%,100,100,2022-03-20
19643,305722671,MB Mygom.tech,620100,Kauno m. sav.,Kauno apskr.,10,90-100%,40,42,2022-03-20
19644,305723296,"PRO BRO Group, UAB",702200,Vilniaus m. sav.,Vilniaus apskr.,40,90-100%,58,60,2022-03-20
19645,305725703,UAB Miada,412000,Klaipėdos m. sav.,Klaipėdos apskr.,15,40-49%,7,7,2022-03-20
19646,305726239,"UAB ""Zuzas""",412000,Klaipėdos r. sav.,Klaipėdos apskr.,10,50-59%,11,11,2022-03-20
19647,305726342,SPV-52 UAB,702200,Vilniaus m. sav.,Vilniaus apskr.,110,90-100%,61,63,2022-03-20
19648,305726837,MB Kindling lt,022000,Raseinių r. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
19649,305726883,UAB Kvado,561000,Kauno r. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
19650,305726919,"UAB ""Distril""",561000,Palangos m. sav.,Klaipėdos apskr.,20,90-100%,62,64,2022-03-20
19651,305729160,"UAB ""Keisa""",478900,Klaipėdos m. sav.,Klaipėdos apskr.,20,90-100%,100,100,2022-03-20
19652,305730091,"MB ""Eurolate""",412000,Vilniaus m. sav.,Vilniaus apskr.,15,10-19%,2,2,2022-03-20
19653,305731528,"UAB ""Bilorsa""",412000,Vilniaus m. sav.,Vilniaus apskr.,10,60-69%,17,18,2022-03-20
19654,305733034,"UAB ""Fizinės saugos ekspertai""",801000,Kėdainių r. sav.,Kauno apskr.,20,90-100%,61,63,2022-03-20
19655,305733625,"UAB ""Žuvita""",102000,Klaipėdos m. sav.,Klaipėdos apskr.,70,90-100%,100,100,2022-03-20
19656,305734339,"UAB ""Skonio perlai""",561000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19657,305735206,UAB Ipanema group,561000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19658,305735658,"MB ""Elastatus""",412000,Vilniaus m. sav.,Vilniaus apskr.,10,70-79%,21,21,2022-03-20
19659,305735989,"PRO BRO Express, UAB",774000,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,52,54,2022-03-20
19660,305736009,"PRO BRO Car Wash Systems, UAB",466900,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19661,305736308,"UAB ""Avonersa""",701000,Vilniaus m. sav.,Vilniaus apskr.,10,80-89%,27,28,2022-03-20
19662,305736500,"Alter Domus Lithuania, UAB",702200,Vilniaus m. sav.,Vilniaus apskr.,115,90-100%,95,97,2022-03-20
19663,305737125,EL&VVS Solutions UAB,432200,Vilniaus m. sav.,Vilniaus apskr.,10,60-69%,17,18,2022-03-20
19664,305738647,"UAB ""Memelio mokykla""",853100,Klaipėdos m. sav.,Klaipėdos apskr.,15,90-100%,52,54,2022-03-20
19665,305740235,"UAB ""Liepų terasų"" statybos",412000,Klaipėdos m. sav.,Klaipėdos apskr.,10,90-100%,40,42,2022-03-20
19666,305740356,"MB ""Dar kitokie""",561000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19667,305740363,"MB ""Luganas""",412000,Kauno m. sav.,Kauno apskr.,10,20-29%,2,2,2022-03-20
19668,305740420,"UAB ""Solistas""",561000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,40,42,2022-03-20
19669,305741458,Vojtko UAB,494100,Kauno m. sav.,Kauno apskr.,60,50-59%,13,13,2022-03-20
19670,305742179,UAB Irdesa,433900,Šiaulių m. sav.,Šiaulių apskr.,25,80-89%,32,33,2022-03-20
19671,305743092,UAB Newsec PAM Baltics,701000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19672,305743548,UAB LVG holding,702200,Klaipėdos m. sav.,Klaipėdos apskr.,10,90-100%,100,100,2022-03-20
19673,305744066,"""G-Core Innovations S.a r.l. Lietuvos filialas""",642000,Vilniaus m. sav.,Vilniaus apskr.,10,80-89%,30,32,2022-03-20
19674,305745435,UAB Scandikran,439900,Šiaulių m. sav.,Šiaulių apskr.,15,80-89%,37,38,2022-03-20
19675,305753624,"UAB ""Tadeura""",813000,Šilutės r. sav.,Klaipėdos apskr.,15,30-39%,6,6,2022-03-20
19676,305756606,"Kauno r. Domeikavos lopšelis-darželis ""Luknė""",851010,Kauno r. sav.,Kauno apskr.,45,90-100%,82,85,2022-03-20
19677,305757925,"UAB ""Trubera""",494100,Klaipėdos r. sav.,Klaipėdos apskr.,255,10-19%,2,2,2022-03-20
19678,305758767,"Viešoji įstaiga terapinio ugdymo centras ""Aplink""",889900,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,100,100,2022-03-20
19679,305762694,VŠĮ Maltiečių namai,873000,Telšių r. sav.,Telšių apskr.,10,90-100%,100,100,2022-03-20
19680,305763198,"UAB ""Traskona""",681000,Vilniaus m. sav.,Vilniaus apskr.,10,30-39%,4,4,2022-03-20
19681,305767677,"Uždaroji akcinė bendrovė ""Kailena.LT""",151100,Šiaulių m. sav.,Šiaulių apskr.,10,90-100%,100,100,2022-03-20
19682,305767741,"MB ""Dangvila""",813000,Mažeikių r. sav.,Telšių apskr.,10,40-49%,6,7,2022-03-20
19683,305767937,UAB Scankesta,412000,Vilkaviškio r. sav.,Marijampolės apskr.,10,80-89%,27,28,2022-03-20
19684,305767969,"UAB ""Manuk""",494100,Plungės r. sav.,Telšių apskr.,10,20-29%,2,2,2022-03-20
19685,305769105,"UAB ""HEMPLOY""",782000,Utenos r. sav.,Utenos apskr.,100,90-100%,43,45,2022-03-20
19686,305771469,UAB Salgna,310200,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,44,46,2022-03-20
19687,305773580,"""Aemetriks"", UAB",821100,Vilniaus m. sav.,Vilniaus apskr.,30,90-100%,73,75,2022-03-20
19688,305773737,UAB Transvisata,412000,Vilniaus m. sav.,Vilniaus apskr.,40,30-39%,5,5,2022-03-20
19689,305774611,"UAB ""Ideal Team Group""",620100,Vilniaus m. sav.,Vilniaus apskr.,10,50-59%,11,11,2022-03-20
19690,305775325,"UAB ""Vilgina""",494100,Alytaus m. sav.,Alytaus apskr.,10,20-29%,2,2,2022-03-20
19691,305775389,"UAB ""Pilnas tūzas""",561000,Kauno m. sav.,Kauno apskr.,15,90-100%,50,52,2022-03-20
19692,305778798,"UAB ""Arredo deko projektai""",161000,Prienų r. sav.,Kauno apskr.,20,90-100%,100,100,2022-03-20
19693,305779213,UAB Normalis tech,620100,Ignalinos r. sav.,Utenos apskr.,10,90-100%,100,100,2022-03-20
19694,305780258,"Sun investment services, UAB",702200,Vilniaus m. sav.,Vilniaus apskr.,20,90-100%,58,60,2022-03-20
19695,305781342,"Ribotos atsakomybės bendrovės ""Riga Leto Latvia"" filialas",143900,Šiaulių m. sav.,Šiaulių apskr.,25,90-100%,49,50,2022-03-20
19696,305782818,"UAB ""OLK VP""",561000,Kauno m. sav.,Kauno apskr.,20,90-100%,100,100,2022-03-20
19697,305783083,Vilniaus švietimo pažangos centras,855900,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,100,100,2022-03-20
19698,305784751,"UAB ""BV transportas""",494100,Kauno m. sav.,Kauno apskr.,10,20-29%,2,2,2022-03-20
19699,305789702,"UAB ""Roneras""",471900,Mažeikių r. sav.,Telšių apskr.,10,60-69%,15,16,2022-03-20
19700,305790957,"UAB ""Audimas Brand""",477100,Kauno m. sav.,Kauno apskr.,110,90-100%,77,79,2022-03-20
19701,305792680,"MB ""Boas""",412000,Vilniaus r. sav.,Vilniaus apskr.,15,80-89%,31,32,2022-03-20
19702,305792709,"UAB ""Grynerga""",711200,Kauno r. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
19703,305793017,"UAB ""Spektro servisas""",452000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,49,50,2022-03-20
19704,305793145,"Woolsocks, UAB",620100,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,100,100,2022-03-20
19705,305794119,"UAB ""Audimas Supply""",143900,Kauno m. sav.,Kauno apskr.,235,90-100%,82,85,2022-03-20
19706,305794603,UAB SKYLLENCE,702200,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,100,100,2022-03-20
19707,305795413,"Future Russia Foundation, VšĮ",841300,Vilniaus m. sav.,Vilniaus apskr.,15,50-59%,11,11,2022-03-20
19708,305796173,"UAB ""Ryškios spalvos""",201200,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,40,42,2022-03-20
19709,305802733,UAB Elektrėnų autobusų parkas,493110,Elektrėnų sav.,Vilniaus apskr.,30,90-100%,52,54,2022-03-20
19710,305803155,"Mažoji bendrija ""Margarita""",562900,Kauno m. sav.,Kauno apskr.,10,80-89%,29,30,2022-03-20
19711,305803671,"UAB ""Stasvega""",494100,Vilniaus m. sav.,Vilniaus apskr.,10,50-59%,11,11,2022-03-20
19712,305805252,UAB LL Logistics,494100,Marijampolės sav.,Marijampolės apskr.,240,50-59%,13,13,2022-03-20
19713,305806607,Viešoji įstaiga Visagino futbolo centras,931900,Visagino sav.,Utenos apskr.,10,90-100%,100,100,2022-03-20
19714,305809133,"UAB ""Ekosteta""",,Kauno m. sav.,Kauno apskr.,10,90-100%,40,,2022-03-20
19715,305810840,"Citco Governance Services Lithuania, UAB",692000,Vilniaus m. sav.,Vilniaus apskr.,115,90-100%,62,64,2022-03-20
19716,305810872,"Citco Fund Services Lithuania, UAB",692010,Vilniaus m. sav.,Vilniaus apskr.,475,90-100%,57,59,2022-03-20
19717,305811091,UAB Izotehas,781000,Klaipėdos m. sav.,Klaipėdos apskr.,10,90-100%,100,100,2022-03-20
19718,305811700,"Skaidula NT, UAB",432130,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19719,305811718,"MB ""Karmos klubas""",562900,Klaipėdos m. sav.,Klaipėdos apskr.,10,90-100%,100,100,2022-03-20
19720,305818157,UAB Litalba,,Kauno m. sav.,Kauno apskr.,10,60-69%,20,,2022-03-20
19721,305818207,Apalon LT UAB,,Vilniaus m. sav.,Vilniaus apskr.,10,80-89%,27,,2022-03-20
19722,305820592,"MB ""Albalt""",412000,Vilniaus m. sav.,Vilniaus apskr.,10,70-79%,21,21,2022-03-20
19723,305822305,UAB Thorbek,310900,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,43,44,2022-03-20
19724,305822586,"UAB ""Klaužados""",851000,Vilniaus m. sav.,Vilniaus apskr.,20,90-100%,100,100,2022-03-20
19725,305824092,Kauno r. Užliedžių mokykla-daugiafunkcis centras,851000,Kauno r. sav.,Kauno apskr.,55,90-100%,100,100,2022-03-20
19726,305825881,Humbility UAB,620100,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19727,305831350,Market Pay Denmark Aps filialas,829900,Vilniaus m. sav.,Vilniaus apskr.,20,90-100%,100,100,2022-03-20
19728,305831521,"UAB ""MG auto""",494100,Panevėžio m. sav.,Panevėžio apskr.,10,90-100%,44,46,2022-03-20
19729,305832609,Accenture Lithuania UAB,782000,Vilniaus m. sav.,Vilniaus apskr.,30,90-100%,100,100,2022-03-20
19730,305838245,UAB Torino lounge,561000,Marijampolės sav.,Marijampolės apskr.,10,90-100%,49,50,2022-03-20
19731,305838448,Kauno rajono pedagoginė psichologinė tarnyba,855900,Kauno r. sav.,Kauno apskr.,10,90-100%,40,42,2022-03-20
19732,305838722,UAB Notus Developers,702200,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19733,305839322,"ELECNOR SERVICIOS Y PROYECTOS, S.A. Lietuvos filialas",711220,Vilniaus m. sav.,Vilniaus apskr.,20,90-100%,41,43,2022-03-20
19734,305847080,Kauno rajono švietimo centras,855900,Kauno m. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
19735,305849633,"UAB ""Maviga Pro""",301100,Klaipėdos m. sav.,Klaipėdos apskr.,20,90-100%,44,45,2022-03-20
19736,305849989,"UAB ""Temp Solutions""",471900,Kauno m. sav.,Kauno apskr.,10,30-39%,5,5,2022-03-20
19737,305850906,"UAB ""Agamas""",692000,Telšių r. sav.,Telšių apskr.,10,60-69%,18,19,2022-03-20
19738,305851043,UAB Metsolar,721920,Zarasų r. sav.,Utenos apskr.,20,80-89%,34,35,2022-03-20
19739,305856115,"UAB ""Alrosa""",331100,Klaipėdos m. sav.,Klaipėdos apskr.,10,30-39%,6,6,2022-03-20
19740,305862680,"UAB ""Jareka""",561000,Mažeikių r. sav.,Telšių apskr.,10,80-89%,29,30,2022-03-20
19741,305862716,"UAB ""NGT Services""",702200,Vilniaus m. sav.,Vilniaus apskr.,10,70-79%,24,25,2022-03-20
19742,305863647,UAB Homa development,412000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19743,305866593,"City billing solutions, UAB",692000,Kauno m. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
19744,305868249,UAB Švyturio klinika,862200,Klaipėdos m. sav.,Klaipėdos apskr.,15,90-100%,100,,2022-03-20
19745,305877839,Favro Lithuania UAB,732000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19746,305880671,Baltjet UAB,521000,Trakų r. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19747,305883151,"UAB ""Glasorus""",439900,Radviliškio r. sav.,Šiaulių apskr.,15,90-100%,55,57,2022-03-20
19748,305885622,"UAB ""Laimz""",920020,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19749,305886215,MB Veldma,251100,Klaipėdos r. sav.,Klaipėdos apskr.,10,90-100%,40,42,2022-03-20
19750,305888344,UAB KDLT group,494100,Klaipėdos m. sav.,Klaipėdos apskr.,10,60-69%,15,16,2022-03-20
19751,305888458,"""Litsistem"" UAB",,Kauno m. sav.,Kauno apskr.,10,90-100%,46,,2022-03-20
19752,305888554,Plungės r. Liepijų mokykla,853110,Plungės r. sav.,Telšių apskr.,80,90-100%,92,94,2022-03-20
19753,305888561,Šiaulių apskaitos centras,692010,Šiaulių m. sav.,Šiaulių apskr.,60,90-100%,60,61,2022-03-20
19754,305888935,"UAB ""Kalvasta Steel""",251100,Vilniaus m. sav.,Vilniaus apskr.,25,90-100%,64,66,2022-03-20
19755,305889001,Šiaulių r. Kairių jungtinė mokykla,853110,Šiaulių r. sav.,Šiaulių apskr.,70,90-100%,90,92,2022-03-20
19756,305889275,"UAB ""Adevicon""",711210,Kretingos r. sav.,Klaipėdos apskr.,25,80-89%,32,33,2022-03-20
19757,305890669,UAB Stembridge LT,852000,Vilniaus m. sav.,Vilniaus apskr.,10,60-69%,18,19,2022-03-20
19758,305890701,"UAB ""Oflex""",782000,Kauno m. sav.,Kauno apskr.,10,70-79%,25,26,2022-03-20
19759,305891671,Boring Ninjas UAB,620100,Kauno m. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
19760,305891995,,681000,Vilniaus m. sav.,Vilniaus apskr.,110,70-79%,23,23,2022-03-20
19761,305892093,MB Dime LT,561000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19762,305892499,,279000,Klaipėdos r. sav.,Klaipėdos apskr.,45,80-89%,29,30,2022-03-20
19763,305894308,,382200,Vilniaus m. sav.,Vilniaus apskr.,20,90-100%,44,46,2022-03-20
19764,305897724,,,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,,2022-03-20
19765,305898107,,432100,Klaipėdos m. sav.,Klaipėdos apskr.,45,20-29%,4,4,2022-03-20
19766,305899764,,331500,Klaipėdos m. sav.,Klaipėdos apskr.,10,90-100%,49,50,2022-03-20
19767,305900608,,812100,Kauno r. sav.,Kauno apskr.,10,80-89%,33,34,2022-03-20
19768,305904460,,332000,Klaipėdos m. sav.,Klaipėdos apskr.,95,90-100%,100,100,2022-03-20
19769,305904574,,620100,Vilniaus m. sav.,Vilniaus apskr.,35,90-100%,56,58,2022-03-20
19770,305905092,,494100,Kalvarijos sav.,Marijampolės apskr.,10,20-29%,3,4,2022-03-20
19771,305906664,,331200,Akmenės r. sav.,Šiaulių apskr.,35,90-100%,77,80,2022-03-20
19772,305907481,,452000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19773,305909621,,731100,Kauno m. sav.,Kauno apskr.,15,90-100%,100,100,2022-03-20
19774,305910417,,631100,Vilniaus m. sav.,Vilniaus apskr.,340,90-100%,62,64,2022-03-20
19775,305911608,,310900,Utenos r. sav.,Utenos apskr.,10,40-49%,9,9,2022-03-20
19776,305912215,,781000,Klaipėdos m. sav.,Klaipėdos apskr.,10,90-100%,46,48,2022-03-20
19777,305912343,,465200,Vilniaus m. sav.,Vilniaus apskr.,35,90-100%,76,78,2022-03-20
19778,305913178,,472600,Vilniaus m. sav.,Vilniaus apskr.,45,90-100%,64,66,2022-03-20
19779,305914814,,452000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,46,48,2022-03-20
19780,305915581,,862200,Kauno m. sav.,Kauno apskr.,15,90-100%,100,,2022-03-20
19781,305915670,,452000,Vilniaus m. sav.,Vilniaus apskr.,65,90-100%,73,75,2022-03-20
